Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,VideoBusy,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,20.3788,33.5379,33.4319,0.1060,0.8738,33.5333,1.4259,32.1074,0.0000,38.5761,28.5271,NA,20.3788,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,53.9167,33.1028,32.9675,0.1353,0.8692,32.6961,1.3893,31.3068,0.0000,33.5653,33.1153,5.0108,53.9167,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,87.0195,33.0566,32.9213,0.1353,0.4625,33.1153,1.3654,31.7499,0.0000,33.5778,38.3529,-0.0125,87.0195,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,120.0761,33.4290,33.2906,0.1384,0.5212,33.4209,1.2676,32.1533,0.0000,38.8741,33.3190,-5.2963,120.0761,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,153.5051,32.9728,32.8583,0.1145,0.5131,33.0594,1.3082,31.7512,0.0000,38.7641,28.4664,0.1100,153.5051,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,186.4779,33.6481,33.5278,0.1203,0.5997,33.6580,1.3287,32.3293,0.0000,34.2577,33.3263,4.5064,186.4779,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,220.1260,33.3263,33.1860,0.1403,0.6096,33.3263,1.3956,31.9307,0.0000,33.9359,38.2048,0.3218,220.1260,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,253.4523,33.2741,33.1232,0.1509,0.6096,33.1845,1.3393,31.8452,0.0000,38.8144,29.0502,-4.8785,253.4523,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,286.7264,33.9385,33.8077,0.1308,0.5200,34.0705,1.4150,32.6555,0.0000,34.5905,37.6232,4.2239,286.7264,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,320.6649,32.4772,32.3689,0.1083,0.6520,32.3745,1.3325,31.0420,0.0000,38.2752,28.7310,-3.6847,320.6649,NA,NA,NA
