Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,VideoBusy,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,7.0577,33.9563,33.8531,0.1032,0.5070,34.7265,2.7337,31.9928,0.0000,37.1577,33.3082,NA,7.0577,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,41.0140,32.5860,32.4391,0.1469,1.2772,31.8746,1.5544,30.3202,0.0000,36.5096,37.4935,0.6481,41.0140,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,73.6000,32.9391,32.8062,0.1329,0.5658,34.5723,3.0521,31.5202,0.0000,41.4171,29.1750,-4.9075,73.6000,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,106.5391,33.6330,33.4939,0.1391,2.1990,31.9861,1.4375,30.5486,0.0000,37.6530,37.4894,3.7641,106.5391,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,140.1721,33.0416,32.9021,0.1395,0.5521,35.0925,3.5004,31.5921,0.0000,41.5094,29.1760,-3.8564,140.1721,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,173.2137,33.7251,33.6195,0.1056,2.6030,31.6737,1.4794,30.1943,0.0000,37.6438,37.4957,3.8656,173.2137,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,206.9388,33.1142,32.9694,0.1448,0.5516,34.5784,2.8886,31.6898,0.0000,41.4144,29.1845,-3.7706,206.9388,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,240.0530,33.5047,33.3584,0.1463,2.0158,32.0361,1.5224,30.5137,0.0000,37.4847,37.4855,3.9297,240.0530,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,273.5577,33.3238,33.1930,0.1308,0.5472,34.9308,3.0840,31.8468,0.0000,41.4655,29.1693,-3.9808,273.5577,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,306.8815,33.2741,33.1506,0.1235,2.1542,31.6611,1.4617,30.1994,0.0000,37.3110,37.5031,4.1545,306.8815,NA,NA,NA
