"Time","VALORANT-Win64-Shipping.WorkingSetMB","VALORANT-Win64-Shipping.CPUSeconds","recorder-proto.WorkingSetMB","recorder-proto.CPUSeconds","GPU.3D.Pct","GPU.VideoEncode.Pct"
"2026-08-15T01:36:13.0550538+08:00","2208.1","48039.891",,,"18","0"
"2026-08-15T01:36:16.5372063+08:00","2208.1","48056.078",,,"19.19","0"
"2026-08-15T01:36:19.6295918+08:00","2208.1","48070.266",,,"18.56","0"
"2026-08-15T01:36:22.7084885+08:00","2208.1","48084.422",,,"18.78","0"
"2026-08-15T01:36:25.7843427+08:00","2207.8","48098.016",,,"17.85","0"
"2026-08-15T01:36:28.8595958+08:00","2207.9","48111.906",,,"18.7","0"
"2026-08-15T01:36:31.9234806+08:00","2208.5","48125.938",,,"18.11","0"
"2026-08-15T01:36:35.0147571+08:00","2208.5","48140.234",,,"17.25","0"
"2026-08-15T01:36:38.0924951+08:00","2185.7","48154.531",,,"18.73","0"
"2026-08-15T01:36:41.1703329+08:00","2185.6","48167.781",,,"18.93","0"
"2026-08-15T01:36:44.2555760+08:00","2186.1","48182.188",,,"18.09","0"
"2026-08-15T01:36:47.3295650+08:00","2186.3","48195.969",,,"18.29","0"
"2026-08-15T01:36:50.3936485+08:00","2186.4","48209.219",,,"18.97","0"
"2026-08-15T01:36:53.4625381+08:00","2186.2","48222.094",,,"20.09","0"
"2026-08-15T01:36:56.5453868+08:00","2188.8","48236.516",,,"19.33","0"
"2026-08-15T01:36:59.6085369+08:00","2189","48251.016",,,"17.84","0"
"2026-08-15T01:37:02.6703641+08:00","2188.9","48265.031",,,"18.12","0"
"2026-08-15T01:37:05.7486174+08:00","2189","48278.969",,,"18.57","0"
"2026-08-15T01:37:08.8285028+08:00","2189.2","48291.453",,,"18.84","0"
"2026-08-15T01:37:11.9054073+08:00","2189.1","48304.531",,,"17.97","0"
