"Time","VALORANT-Win64-Shipping.WorkingSetMB","VALORANT-Win64-Shipping.CPUSeconds","recorder-proto.WorkingSetMB","recorder-proto.CPUSeconds","GPU.3D.Pct","GPU.VideoEncode.Pct"
"2026-08-15T01:21:18.1881380+08:00","1989","45085.328",,,"5.08","0"
"2026-08-15T01:21:21.6100352+08:00","2162.3","45090.844",,,"2.88","0"
"2026-08-15T01:21:24.6683677+08:00","2295.7","45099.484",,,"26.15","0"
"2026-08-15T01:21:27.7355442+08:00","2275.3","45113.188",,,"17.37","0"
"2026-08-15T01:21:30.8057650+08:00","2254.1","45126.969",,,"24.46","0"
"2026-08-15T01:21:33.8744872+08:00","2287.6","45141.734",,,"26.49","0"
"2026-08-15T01:21:36.9522758+08:00","2274.6","45155.031",,,"25.21","0"
"2026-08-15T01:21:40.0211914+08:00","2260.6","45166.406",,,"28.44","0"
"2026-08-15T01:21:43.1033183+08:00","2252.4","45178.766",,,"18.79","0"
"2026-08-15T01:21:46.1811316+08:00","2243.2","45192.844",,,"17.62","0"
"2026-08-15T01:21:49.2582156+08:00","2250.7","45206.797",,,"16.78","0"
"2026-08-15T01:21:52.3210177+08:00","2268.8","45220.344",,,"15.5","0"
"2026-08-15T01:21:55.3967262+08:00","2288.5","45234.219",,,"15.79","0"
"2026-08-15T01:21:58.4763719+08:00","2285.7","45243.594",,,"18.94","0"
"2026-08-15T01:22:01.5441420+08:00","2287","45257.953",,,"18.42","0"
"2026-08-15T01:22:04.6248627+08:00","2292.1","45273.062",,,"18.08","0"
"2026-08-15T01:22:07.6866666+08:00","2287.4","45287.188",,,"19.76","0"
"2026-08-15T01:22:10.7512637+08:00","2286","45301.609",,,"18.83","0"
"2026-08-15T01:22:13.8234626+08:00","2282.5","45316.266",,,"17.98","0"
"2026-08-15T01:22:16.8914697+08:00","2282.7","45331.078",,,"16.48","0"
