Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,VideoBusy,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,2.4915,3.6149,3.4240,0.1909,0.9538,3.4723,1.4983,1.9740,0.0000,4.4261,10.3006,NA,2.4915,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,6.1064,3.5084,3.3002,0.2082,0.8112,10.3006,1.2059,9.0947,0.0000,11.1118,1.6687,-6.6857,6.1064,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,9.6148,7.9232,6.5655,1.3577,7.6034,1.6687,0.9439,0.7248,0.0000,9.2721,10.2329,1.8397,9.6148,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,17.5380,7.3728,7.2038,0.1690,1.3489,6.5080,1.3965,5.1115,0.0000,11.5818,4.1673,-2.3097,17.5380,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,24.9108,3.9528,3.8104,0.1424,0.4841,3.9032,1.3416,2.5616,0.0000,NA,NA,3.2055,24.9108,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,28.8636,3.3452,3.1959,0.1493,0.4345,3.3213,1.2020,2.1193,0.0000,3.7558,3.6251,NA,28.8636,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,32.2088,3.6125,3.4856,0.1269,0.4106,3.6251,1.1311,2.4940,0.0000,4.0357,3.5677,-0.2799,32.2088,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,35.8213,3.4323,3.0093,0.4230,0.4232,3.5677,1.2778,2.2899,0.0000,3.9909,2.7928,0.0448,35.8213,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,39.2536,2.8925,2.7578,0.1347,0.5586,2.7928,1.0401,1.7527,0.0000,3.3514,3.0420,0.6395,39.2536,NA,NA,NA
VALORANT-Win64-Shipping.exe,6280,0x2348B6D8110,DXGI,0,512,1,Hardware: Independent Flip,42.1461,2.9699,2.8388,0.1311,0.4589,3.0420,1.2297,1.8123,0.0000,3.5009,3.5585,-0.1495,42.1461,NA,NA,NA
