"Time","VALORANT-Win64-Shipping.WorkingSetMB","VALORANT-Win64-Shipping.CPUSeconds","recorder-proto.WorkingSetMB","recorder-proto.CPUSeconds","GPU.3D.Pct","GPU.VideoEncode.Pct"
"2026-08-15T02:36:33.0167704+08:00","2133.1","51987.906",,,"14.35","0"
"2026-08-15T02:36:36.4615391+08:00","2133.2","52001.531",,,"14.36","0"
"2026-08-15T02:36:39.5474156+08:00","2133.5","52014.781",,,"14.22","0"
"2026-08-15T02:36:42.6270596+08:00","2133.8","52027.844",,,"14.45","0"
"2026-08-15T02:36:45.6897170+08:00","2133.3","52040.953",,,"14.16","0"
"2026-08-15T02:36:48.7516743+08:00","2133.4","52053.266",,,"15.1","0"
"2026-08-15T02:36:51.8262960+08:00","2136.1","52066.5",,,"14.88","0"
"2026-08-15T02:36:54.9039041+08:00","2134.9","52079.062",,,"14.85","0"
"2026-08-15T02:36:57.9839115+08:00","2134.2","52091.875",,,"14.29","0"
"2026-08-15T02:37:01.0656188+08:00","2134.7","52104.766",,,"14.1","0"
"2026-08-15T02:37:04.1418436+08:00","2135.2","52116.484",,,"14.29","0"
"2026-08-15T02:37:07.2216405+08:00","2134.7","52128.75",,,"14.58","0"
"2026-08-15T02:37:10.2982746+08:00","2136.1","52141.406",,,"16.06","0"
"2026-08-15T02:37:13.3761930+08:00","2136.9","52153.984",,,"14.9","0"
"2026-08-15T02:37:16.4517664+08:00","2137.4","52166.703",,,"14.23","0"
"2026-08-15T02:37:19.5338021+08:00","2137.5","52180.203",,,"15.05","0"
"2026-08-15T02:37:22.6128123+08:00","2139.7","52193.156",,,"13.96","0"
"2026-08-15T02:37:25.7009514+08:00","2139.9","52206.125",,,"13.52","0"
"2026-08-15T02:37:28.7626499+08:00","2140.4","52219.234",,,"15.32","0"
"2026-08-15T02:37:31.8281703+08:00","2140.7","52232.312",,,"11.99","0"
