"Time","VALORANT-Win64-Shipping.WorkingSetMB","VALORANT-Win64-Shipping.CPUSeconds","recorder-proto.WorkingSetMB","recorder-proto.CPUSeconds","GPU.3D.Pct","GPU.VideoEncode.Pct"
"2026-08-15T02:35:08.0706830+08:00","2096.2","51689.891",,,"5.69","0"
"2026-08-15T02:35:11.4760186+08:00","2119.4","51699.125",,,"13.61","0"
"2026-08-15T02:35:14.5647464+08:00","2132.8","51710.641",,,"14.42","0"
"2026-08-15T02:35:17.6307513+08:00","2140.2","51721.641",,,"14.48","0"
"2026-08-15T02:35:20.6904833+08:00","2113.2","51733.156",,,"15.7","0"
"2026-08-15T02:35:23.7504476+08:00","2110.8","51746.016",,,"15.43","0"
"2026-08-15T02:35:26.8309384+08:00","2115.3","51758.219",,,"15.01","0"
"2026-08-15T02:35:29.9097851+08:00","2114.8","51770.906",,,"15.07","0"
"2026-08-15T02:35:32.9877385+08:00","2116.2","51782.781",,,"15.65","0"
"2026-08-15T02:35:36.0671172+08:00","2117.4","51794.688",,,"15.38","0"
"2026-08-15T02:35:39.1320193+08:00","2121.5","51806.609",,,"14.47","0"
"2026-08-15T02:35:42.2037939+08:00","2120.5","51819.562",,,"15.48","0"
"2026-08-15T02:35:45.2798938+08:00","2123.5","51832.328",,,"15.85","0"
"2026-08-15T02:35:48.3415299+08:00","2122.7","51845.078",,,"15.76","0"
"2026-08-15T02:35:51.4196681+08:00","2124.5","51857.766",,,"15.3","0"
"2026-08-15T02:35:54.4828248+08:00","2130.8","51870.438",,,"14.88","0"
"2026-08-15T02:35:57.5526605+08:00","2131.5","51882.609",,,"15.06","0"
"2026-08-15T02:36:00.6204599+08:00","2126.9","51895.125",,,"15.38","0"
"2026-08-15T02:36:03.7038618+08:00","2126.9","51908.359",,,"15.53","0"
"2026-08-15T02:36:06.7796605+08:00","2126.4","51921.203",,,"15.13","0"
