"Time","VALORANT-Win64-Shipping.WorkingSetMB","VALORANT-Win64-Shipping.CPUSeconds","recorder-proto.WorkingSetMB","recorder-proto.CPUSeconds","GPU.3D.Pct","GPU.VideoEncode.Pct"
"2026-08-15T02:41:15.3083484+08:00","2124.7","52986.094",,,"14.59","0"
"2026-08-15T02:41:18.7817920+08:00","2127.1","52999.688",,,"14.09","0"
"2026-08-15T02:41:21.8528190+08:00","2128.9","53011.797",,,"15.96","0"
"2026-08-15T02:41:24.9220144+08:00","2129.1","53026.266",,,"15.07","0"
"2026-08-15T02:41:27.9962010+08:00","2129.1","53039.781",,,"15.38","0"
"2026-08-15T02:41:31.0799855+08:00","2129.1","53053.469",,,"15.83","0"
"2026-08-15T02:41:34.1497534+08:00","2130.9","53066.328",,,"14.41","0"
"2026-08-15T02:41:37.2182638+08:00","2130.2","53079.312",,,"15.33","0"
"2026-08-15T02:41:40.3051285+08:00","2130.2","53093.297",,,"15.93","0"
"2026-08-15T02:41:43.3836798+08:00","2131.3","53106.797",,,"15.14","0"
"2026-08-15T02:41:46.4618851+08:00","2131.5","53121.203",,,"15.83","0"
"2026-08-15T02:41:49.5327089+08:00","2134","53135.219",,,"15.28","0"
"2026-08-15T02:41:52.5996173+08:00","2147.6","53149.078",,,"15.64","0"
"2026-08-15T02:41:55.6772317+08:00","2147.9","53163.641",,,"15.37","0"
"2026-08-15T02:41:58.7481278+08:00","2147.2","53177.672",,,"15.66","0"
"2026-08-15T02:42:01.8146675+08:00","2147.8","53191.531",,,"14.92","0"
"2026-08-15T02:42:04.9017050+08:00","2154.8","53205.266",,,"16.21","0"
"2026-08-15T02:42:07.9800042+08:00","2150.7","53219.281",,,"14.92","0"
"2026-08-15T02:42:11.0420341+08:00","2152.4","53232.531",,,"15.75","0"
"2026-08-15T02:42:14.1198132+08:00","2157","53246.156",,,"14.81","0"
